Loan_ID,Gender,Married,Dependents,Education,ApplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
LP002347,Male,Yes,0,Graduate,3246,138,360,Semiurban,Y
LP002348,Male,Yes,0,Graduate,5829,138,360,Rural,Y
LP002357,Female,No,0,Not Graduate,2720,80,,Urban,N
LP002361,Male,Yes,0,Graduate,1820,100,360,Urban,Y
LP002362,Male,Yes,1,Graduate,7250,110,,Urban,N
LP002364,Male,Yes,0,Graduate,14880,96,360,Semiurban,Y
LP002366,Male,Yes,0,Graduate,2666,121,360,Rural,Y
LP002367,Female,No,1,Not Graduate,4606,81,360,Rural,N
LP002368,Male,Yes,2,Graduate,5935,133,360,Semiurban,Y
LP002369,Male,Yes,0,Graduate,2920,87,360,Rural,Y
LP002370,Male,No,0,Not Graduate,2717,60,180,Urban,Y
LP002377,Female,No,1,Graduate,8624,150,360,Semiurban,Y
LP002379,Male,No,0,Graduate,6500,105,360,Rural,N
LP002386,Male,No,0,Graduate,12876,405,360,Semiurban,Y
LP002387,Male,Yes,0,Graduate,2425,143,360,Semiurban,Y
LP002390,Male,No,0,Graduate,3750,100,360,Urban,Y
LP002393,Female,,,Graduate,10047,360,240,Semiurban,Y
LP002398,Male,No,0,Graduate,1926,50,360,Semiurban,Y
LP002401,Male,Yes,0,Graduate,2213,55,360,Urban,Y
LP002403,Male,No,0,Graduate,10416,187,360,Urban,N
LP002407,Female,Yes,0,Not Graduate,7142,138,360,Rural,Y
LP002408,Male,No,0,Graduate,3660,187,360,Semiurban,Y
LP002409,Male,Yes,0,Graduate,7901,180,360,Rural,Y
LP002418,Male,No,3+,Not Graduate,4707,148,360,Semiurban,Y
LP002422,Male,No,1,Graduate,37719,152,360,Semiurban,Y
LP002424,Male,Yes,0,Graduate,7333,175,300,Rural,Y
LP002429,Male,Yes,1,Graduate,3466,130,360,Rural,Y
LP002434,Male,Yes,2,Not Graduate,4652,110,360,Rural,Y
LP002435,Male,Yes,0,Graduate,3539,55,360,Rural,N
LP002443,Male,Yes,2,Graduate,3340,150,360,Rural,N
LP002444,Male,No,1,Not Graduate,2769,190,360,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,2309,125,360,Rural,N
LP002447,Male,Yes,2,Not Graduate,1958,60,300,Urban,Y
LP002448,Male,Yes,0,Graduate,3948,149,360,Rural,N
LP002449,Male,Yes,0,Graduate,2483,90,180,Rural,Y
LP002453,Male,No,0,Graduate,7085,84,360,Semiurban,Y
LP002455,Male,Yes,2,Graduate,3859,96,360,Semiurban,Y
LP002459,Male,Yes,0,Graduate,4301,118,360,Urban,Y
LP002467,Male,Yes,0,Graduate,3708,173,360,Urban,N
LP002472,Male,No,2,Graduate,4354,136,360,Rural,Y
LP002473,Male,Yes,0,Graduate,8334,160,360,Semiurban,N
LP002478,,Yes,0,Graduate,2083,160,360,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,7740,128,180,Urban,Y
LP002487,Male,Yes,0,Graduate,3015,153,360,Rural,Y
LP002489,Female,No,1,Not Graduate,5191,132,360,Semiurban,Y
LP002493,Male,No,0,Graduate,4166,98,360,Semiurban,N
LP002494,Male,No,0,Graduate,6000,140,360,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,2947,70,180,Urban,N
LP002501,,Yes,0,Graduate,16692,110,360,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,210,98,360,Semiurban,Y
LP002505,Male,Yes,0,Graduate,4333,110,360,Urban,N
LP002515,Male,Yes,1,Graduate,3450,162,360,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,2653,113,180,Rural,N
LP002519,Male,Yes,3+,Graduate,4691,100,360,Semiurban,Y
LP002522,Female,No,0,Graduate,2500,93,360,Urban,Y
LP002524,Male,No,2,Graduate,5532,162,360,Rural,Y
LP002527,Male,Yes,2,Graduate,16525,150,360,Rural,Y
LP002529,Male,Yes,2,Graduate,6700,230,300,Semiurban,Y
LP002530,,Yes,2,Graduate,2873,132,360,Semiurban,N
LP002531,Male,Yes,1,Graduate,16667,86,360,Semiurban,Y
LP002533,Male,Yes,2,Graduate,2947,96,360,Urban,N
LP002534,Female,No,0,Not Graduate,4350,154,360,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,3095,113,360,Rural,Y
LP002537,Male,Yes,0,Graduate,2083,128,360,Semiurban,Y
LP002541,Male,Yes,0,Graduate,10833,234,360,Semiurban,Y
LP002543,Male,Yes,2,Graduate,8333,246,360,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,1958,131,360,Rural,Y
LP002545,Male,No,2,Graduate,3547,80,360,Rural,N
LP002547,Male,Yes,1,Graduate,18333,500,360,Urban,N
LP002555,Male,Yes,2,Graduate,4583,160,360,Semiurban,Y
LP002556,Male,No,0,Graduate,2435,75,360,Urban,N
LP002560,Male,No,0,Not Graduate,2699,96,360,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,5333,186,360,Urban,Y
LP002571,Male,No,0,Not Graduate,3691,110,360,Rural,Y
LP002582,Female,No,0,Not Graduate,17263,225,360,Semiurban,Y
LP002585,Male,Yes,0,Graduate,3597,119,360,Rural,N
LP002586,Female,Yes,1,Graduate,3326,105,84,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,2600,107,360,Rural,Y
LP002588,Male,Yes,0,Graduate,4625,111,12,Urban,Y
LP002600,Male,Yes,1,Graduate,2895,95,360,Semiurban,Y
LP002602,Male,No,0,Graduate,6283,209,360,Rural,N
LP002603,Female,No,0,Graduate,645,113,480,Rural,Y
LP002606,Female,No,0,Graduate,3159,100,360,Semiurban,Y
LP002615,Male,Yes,2,Graduate,4865,208,360,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,4050,138,360,Rural,N
LP002619,Male,Yes,0,Not Graduate,3814,124,300,Semiurban,Y
LP002622,Male,Yes,2,Graduate,3510,243,360,Rural,Y
LP002624,Male,Yes,0,Graduate,20833,480,360,Urban,Y
LP002625,,No,0,Graduate,3583,96,360,Urban,N
LP002626,Male,Yes,0,Graduate,2479,188,360,Urban,Y
LP002634,Female,No,1,Graduate,13262,40,360,Urban,Y
LP002637,Male,No,0,Not Graduate,3598,100,360,Rural,N
LP002640,Male,Yes,1,Graduate,6065,250,360,Semiurban,Y
LP002643,Male,Yes,2,Graduate,3283,148,360,Urban,Y
LP002648,Male,Yes,0,Graduate,2130,70,180,Semiurban,N
LP002652,Male,No,0,Graduate,5815,311,360,Rural,N
LP002659,Male,Yes,3+,Graduate,3466,150,360,Rural,Y
LP002670,Female,Yes,2,Graduate,2031,113,480,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,3074,123,360,Semiurban,N
LP002683,Male,No,0,Graduate,4683,185,360,Semiurban,N
LP002684,Female,No,0,Not Graduate,3400,95,360,Rural,N
LP002689,Male,Yes,2,Not Graduate,2192,45,360,Semiurban,Y
LP002690,Male,No,0,Graduate,2500,55,360,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,5677,100,360,Rural,Y
LP002693,Male,Yes,2,Graduate,7948,480,360,Rural,Y
LP002697,Male,No,0,Graduate,4680,105,360,Semiurban,N
LP002699,Male,Yes,2,Graduate,17500,400,360,Rural,Y
LP002705,Male,Yes,0,Graduate,3775,110,360,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,5285,161,360,Semiurban,Y
LP002714,Male,No,1,Not Graduate,2679,94,360,Semiurban,Y
LP002716,Male,No,0,Not Graduate,6783,130,360,Semiurban,Y
LP002717,Male,Yes,0,Graduate,1025,216,360,Rural,Y
LP002720,Male,Yes,3+,Graduate,4281,100,360,Urban,Y
LP002723,Male,No,2,Graduate,3588,110,360,Rural,N
LP002729,Male,No,1,Graduate,11250,196,360,Semiurban,N
LP002731,Female,No,0,Not Graduate,18165,125,360,Urban,Y
LP002732,Male,No,0,Not Graduate,2550,126,360,Rural,Y
LP002734,Male,Yes,0,Graduate,6133,324,360,Urban,Y
LP002738,Male,No,2,Graduate,3617,107,360,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,2917,66,360,Rural,N
LP002740,Male,Yes,3+,Graduate,6417,157,180,Rural,Y
LP002741,Female,Yes,1,Graduate,4608,140,180,Semiurban,Y
LP002743,Female,No,0,Graduate,2138,99,360,Semiurban,N
LP002753,Female,No,1,Graduate,3652,95,360,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,2239,128,360,Urban,Y
LP002757,Female,Yes,0,Not Graduate,3017,102,360,Semiurban,Y
LP002767,Male,Yes,0,Graduate,2768,155,360,Rural,Y
LP002768,Male,No,0,Not Graduate,3358,80,36,Semiurban,N
LP002772,Male,No,0,Graduate,2526,145,360,Rural,Y
LP002776,Female,No,0,Graduate,5000,103,360,Semiurban,N
LP002777,Male,Yes,0,Graduate,2785,110,360,Rural,Y
LP002778,Male,Yes,2,Graduate,6633,100,360,Rural,N
LP002784,Male,Yes,1,Not Graduate,2492,,360,Rural,Y
LP002785,Male,Yes,1,Graduate,3333,158,360,Urban,Y
LP002788,Male,Yes,0,Not Graduate,2454,181,360,Urban,N
LP002789,Male,Yes,0,Graduate,3593,132,180,Rural,N
LP002792,Male,Yes,1,Graduate,5468,26,360,Semiurban,Y
LP002794,Female,No,0,Graduate,2667,84,360,Urban,Y
LP002795,Male,Yes,3+,Graduate,10139,260,360,Semiurban,Y
LP002798,Male,Yes,0,Graduate,3887,162,360,Semiurban,Y
LP002804,Female,Yes,0,Graduate,4180,182,360,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,3675,108,360,Semiurban,Y
LP002813,Female,Yes,1,Graduate,19484,600,360,Semiurban,Y
LP002820,Male,Yes,0,Graduate,5923,211,360,Rural,Y
LP002821,Male,No,0,Not Graduate,5800,132,360,Semiurban,Y
LP002832,Male,Yes,2,Graduate,8799,258,360,Urban,N
LP002833,Male,Yes,0,Not Graduate,4467,120,360,Rural,Y
LP002836,Male,No,0,Graduate,3333,70,360,Urban,Y
LP002837,Male,Yes,3+,Graduate,3400,123,360,Rural,N
LP002840,Female,No,0,Graduate,2378,9,360,Urban,N
LP002841,Male,Yes,0,Graduate,3166,104,360,Urban,N
LP002842,Male,Yes,1,Graduate,3417,186,360,Urban,Y
LP002847,Male,Yes,,Graduate,5116,165,360,Urban,N
LP002855,Male,Yes,2,Graduate,16666,275,360,Urban,Y
LP002862,Male,Yes,2,Not Graduate,6125,187,480,Semiurban,N
LP002863,Male,Yes,3+,Graduate,6406,150,360,Semiurban,N
LP002868,Male,Yes,2,Graduate,3159,108,84,Urban,Y
LP002872,,Yes,0,Graduate,3087,136,360,Semiurban,N
LP002874,Male,No,0,Graduate,3229,110,360,Urban,Y
LP002877,Male,Yes,1,Graduate,1782,107,360,Rural,Y
LP002888,Male,No,0,Graduate,3182,161,360,Urban,Y
LP002892,Male,Yes,2,Graduate,6540,205,360,Semiurban,Y
LP002893,Male,No,0,Graduate,1836,90,360,Urban,N
LP002894,Female,Yes,0,Graduate,3166,36,360,Semiurban,Y
LP002898,Male,Yes,1,Graduate,1880,61,360,Rural,N
LP002911,Male,Yes,1,Graduate,2787,146,360,Rural,N
LP002912,Male,Yes,1,Graduate,4283,172,84,Rural,N
LP002916,Male,Yes,0,Graduate,2297,104,360,Urban,Y
LP002917,Female,No,0,Not Graduate,2165,70,360,Semiurban,Y
LP002925,,No,0,Graduate,4750,94,360,Semiurban,Y
LP002926,Male,Yes,2,Graduate,2726,106,360,Semiurban,N
LP002928,Male,Yes,0,Graduate,3000,56,180,Semiurban,Y
LP002931,Male,Yes,2,Graduate,6000,205,240,Semiurban,N
LP002933,,No,3+,Graduate,9357,292,360,Semiurban,Y
LP002936,Male,Yes,0,Graduate,3859,142,180,Rural,Y
LP002938,Male,Yes,0,Graduate,16120,260,360,Urban,Y
LP002940,Male,No,0,Not Graduate,3833,110,360,Rural,Y
LP002941,Male,Yes,2,Not Graduate,6383,187,360,Rural,N
LP002943,Male,No,,Graduate,2987,88,360,Semiurban,N
LP002945,Male,Yes,0,Graduate,9963,180,360,Rural,Y
LP002948,Male,Yes,2,Graduate,5780,192,360,Urban,Y
LP002949,Female,No,3+,Graduate,416,350,180,Urban,N
LP002950,Male,Yes,0,Not Graduate,2894,155,360,Rural,Y
LP002953,Male,Yes,3+,Graduate,5703,128,360,Urban,Y
LP002958,Male,No,0,Graduate,3676,172,360,Rural,Y
LP002959,Female,Yes,1,Graduate,12000,496,360,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,2400,,180,Urban,N
LP002961,Male,Yes,1,Graduate,3400,173,360,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,3987,157,360,Rural,Y
LP002974,Male,Yes,0,Graduate,3232,108,360,Rural,Y
LP002978,Female,No,0,Graduate,2900,71,360,Rural,Y
LP002979,Male,Yes,3+,Graduate,4106,40,180,Rural,Y
LP002983,Male,Yes,1,Graduate,8072,253,360,Urban,Y
LP002984,Male,Yes,2,Graduate,7583,187,360,Urban,Y
LP002990,Female,No,0,Graduate,4583,133,360,Semiurban,N
